,power,time,day,acc,pvalue
0,5,1,5,0.5,1.0
1,5,1,6,0.5,1.0
2,5,1,7,0.5,1.0
3,5,1,8,0.5,1.0
4,5,2,5,0.5,1.0
5,5,2,6,0.56,0.04950495049504951
6,5,2,7,0.5,1.0
7,5,2,8,0.5,1.0
8,5,30,5,0.5,1.0
9,5,30,6,0.5,1.0
10,5,30,7,0.5,1.0
11,5,30,8,0.56,0.04950495049504951
