,power,time,day,acc,pvalue
0,5,1,5,0.5,1.0
1,5,1,6,0.49468227424749167,0.5445544554455446
2,5,1,7,0.5,1.0
3,5,1,8,0.5,1.0
4,5,2,5,0.5,1.0
5,5,2,6,0.5371460423634337,0.09900990099009901
6,5,2,7,0.5,1.0
7,5,2,8,0.5446571906354515,0.10891089108910891
8,5,30,5,0.5,1.0
9,5,30,6,0.5146153846153846,0.06930693069306931
10,5,30,7,0.5,1.0
11,5,30,8,0.5,1.0
