,power,time,day,acc,pvalue
0,5,1,5,0.49236363636363634,0.7029702970297029
1,5,1,6,0.5,1.0
2,5,1,7,0.5,1.0
3,5,1,8,0.5302305194805195,0.32673267326732675
4,5,2,5,0.5,1.0
5,5,2,6,0.5,1.0
6,5,2,7,0.5,1.0
7,5,2,8,0.5341363636363636,0.19801980198019803
8,5,30,5,0.5,1.0
9,5,30,6,0.5,1.0
10,5,30,7,0.5,1.0
11,5,30,8,0.5,1.0
